"Shoe Number","Visit Drop of Number","Engaged in Activities","Hours spent per Week","Anticipated Participation","Number of Steps","Notes","Hours Worn per Week","Hours Worn per Week Range10","Percent Time in Study Shoes of Total Time Wearing Shoes","Grassy Surfaces","Grassy Surfaces Clean","Indoor Surfaces","Indoor Surfaces Clean","Rocky Surfaces","Rocky Surfaces Clean","Muddy or Other Wet Surfaces","Muddy or Other Wet Surfaces Clean","Pavement Cement or Similar","Pavement Cement or Similar Clean","Sport Activities","Sport Activities Clean","Walking","Walking Clean","Dancing","Dancing Clean","Climbing","Climbing Clean","Hiking","Hiking Clean","Biking","Biking Clean"
"23","3","""Walking, Dancing""","3-6 hours per week","4-6 times a week","309875","""NA""","NA","NA","40-60%","0.05","5","0.6","60","0","0","0.05","5","0.3","30","0","0","50","71.42857143","20","28.57142857","0","0","0","0","0","0"
"157","2","""Sports activities, Walking""","3-6 hours per week","4-6 times a week","278405","""NA""","20"," 11-20","60-80%","4.0","4","50","50","1","1","5","5","40","40","0","0","5 to 6 days","84.61538462","0","0","0","0","1","15.38641538","0","0"
"60","2","""Sports activities, Walking""","More than 6 hours per week","All the time","821284","""NA""","60","51-60","80-100%","5.0","5","80","80","5","5","5","5","5","5","2x a week","20","7x a week","70","0","0","0","0","1x a week","10","0","0"
"18","2","""Sports activities, Walking""","3-6 hours per week","4-6 times a week","79283","""NA""","2","0-10","0-20%","0.0","0","100","100","0","0","0","0","0","0","1","50","1","50","0","0","0","0","0","0","0","0"
"104","0","""""","","","0",""""""
"10","1","""Walking""","3-6 hours per week","All the time","76090","""Starting date: January 12th, Submitting date: January 25, Number of times this counter reset, Counter reset steps 14320 (approx) number of steps after counter reset: 61770""","NA","NA","40-60%","0.0","0","yes","-50","0","0","yes","-50","yes","-50","0","0","yes","-50","0","0","0","0","0","0","0","0"
"41","0","""""","","","0",""""""
"142","2","""Sports activities, Walking""","3-6 hours per week","4-6 times a week","315675","""NA""","20"," 11-20","60-80%","0.0","0","0.8","80","0.05","5","0.05","5","0.1","10","0","0","3","100","0","0","0","0","0","0","0","0"
"27","0","""""","","","0",""""""
"62","3","""Walking""","1-3 hours per week","4-6 times a week","291194","""NA""","10","0-10","0-20%","0.05","20","0.1","40","0","0","0","0","0.1","40","0","0","3","75","1","25","0","0","0","0","0","0"
"71","1","""Sports activities, Walking""","3-6 hours per week","All the time","31346","""No rollovers""","30","21-30","40-60%","0.0","0","0","0","0","0","0.5","50","0.5","50","5","50","5","50","0","0","0","0","0","0","0","0"
"157","3","""Sports activities, Walking""","3-6 hours per week","4-6 times a week","391730","""NA""","50 to 60","51-60","60-80%","5.0","5","80","80","0","0","0","0","15","15","0","0","7 days","100","0","0","0","0","0","0","0","0"
"155","1","""Sports activities, Walking""","3-6 hours per week","Once to three times a week","72018","""NA""","8","0-10","20-40%","0.0","0","0.1","10","0.2","20","0.1","10","0.6","60","0","0","3days","100","0","0","0","0","0","0","0","0"
"92","1","""Sports activities, Walking, Dancing, Hiking""","More than 6 hours per week","4-6 times a week","113277","""1 roll over""","20"," 11-20","20-40%","0.0","0","90","90","0","0","0","0","10","10","0","0","3","100","0","0","0","0","0","0","0","0"
"51","2","""Walking, Climbing""","1-3 hours per week","4-6 times a week","344182","""NA""","16"," 11-20","20-40%","0.0","0","yes","-50","0","0","yes","-50","yes","-50","yes","-50","yes","-50","0","0","0","0","0","0","0","0"
"126","1","""Walking""","More than 6 hours per week","All the time","172307","""NA""","65","61-70","60-80%","0.004","0.4","0.92","92","6.00E-03","0.6","0.01","1","0.06","6","12 hours","18.46153846","53 hours","81.53846154","0","0","0","0","0","0","0","0"
"67","3","""Walking""","1-3 hours per week","4-6 times a week","647865","""NA""","NA","NA","40-60%","0.2","20","0.5","50","0","0","0.1","10","0.2","20","5x","41.66666667","7x","58.33333333","0","0","0","0","0","0","0","0"
"150","2","""Walking""","1-3 hours per week","All the time","300099","""NA""","63","61-70","80-100%","5.0","5","65","65","0","0","10","10","20","20","0","0","All of the time","100","0","0","0","0","0","0","0","0"
"159","0","""""","","","0",""""""
"14","0","""""","","","0",""""""
"146","0","""""","","","0",""""""
"135","1","""Walking""","1-3 hours per week","4-6 times a week","90018","""0 rollovers""","10","0-10","80-100%","0.01","1","0.01","1","0.08","8","0.3","30","0.6","60","5","23.80952381","10 to 20","71.42857143","0","0","0","0","0","0","1","4.761904761"
"149","0","""""","","","0",""""""
"98","0","""""","","","0",""""""
"141","2","""Sports activities, Walking""","More than 6 hours per week","All the time","1092202","""This is the total steps for the study""","NA","NA","NA","0.0","0","25","25","0","0","25","25","50","50","2 to 3","27.77777778","6 to 7","72.22222222","0","0","0","0","0","0","0","0"
"72","0","""""","","","0",""""""
"12","2","""Sports activities, Walking, Hiking""","3-6 hours per week","Once to three times a week","197300","""no rollovers""","6 to 10","0-10","20-40%","<5%","5","0.8","80","<5%","5","0","0","0.1","10","0.8","80","0.15","15","0","0","0","0","0.05","5","0","0"
"46","0","""""","","","0",""""""
"88","0","""""","","","0",""""""
"81","1","""Walking""","More than 6 hours per week","Once to three times a week","53582","""NA""","NA","NA","20-40%","0.0","0","0.8","80","0","0","0","0","0.2","20","0","0","1","1","0","0","0","0","0","0","0","0"
"107","0","""""","","","0",""""""
"31","3","""Sports activities, Walking""","More than 6 hours per week","4-6 times a week","267706","""NA""","NA","NA","0-20%","5.0","5","30","30","0","0","5","5","60","60","0","0","6","100","0","0","0","0","0","0","0","0"
"62","0","""""","","","0",""""""
"56","0","""""","","","0",""""""
"94","2","""Sports activities, Walking""","3-6 hours per week","4-6 times a week","177395","""NA""","about 10","NA","20-40%","0.0","0","0.5","45.87155963","0.1","9.174311927","0.24","22.01834862","0.25","22.93577982","1","25","3","75","0","0","0","0","0","0","0","0"
"140","2","""Sports activities, Walking""","3-6 hours per week","4-6 times a week","159565","""NA""","NA","NA","20-40%","0.0","0","0.5","50","0","0","0","0","0.5","50","3xwk","50","3xwk","50","0","0","0","0","0","0","0","0"
"33","2","""Walking""","3-6 hours per week","4-6 times a week","302420","""NA""","35","31-40","60-80%","0.0","0","0.9","90","0","0","0","0","0.1","10","0","0","4 hours/day","100","0","0","0","0","0","0","0","0"
"91","3","""Sports activities, Walking, Dancing""","3-6 hours per week","4-6 times a week","198861","""NA""","9? Mostly when they go running","NA","0-20%","0.0","0","0.1","10","0","0","0.1","10","0.8","80","4","100","0","0","0","0","0","0","0","0","0","0"
"117","0","""""","","","0",""""""
"17","3","""Walking""","1-3 hours per week","Once to three times a week","310641","""NA""","2 to 3 ","0-10","60-80%","0.0","0","0.1","10","0.3","30","0.3","30","0.3","30","0","0","all times walking 7/7days","100","0","0","0","0","0","0","0","0"
"60","3","""Sports activities, Walking""","More than 6 hours per week","All the time","1124242","""3 times rolled over""","56","51-60","80-100%","5.0","5","90","90","2","2","2","2","1","1","0.05","5","0.9","90","0.05","5","0","0","0","0","0","0"
"37","3","""Sports activities, Walking, Climbing, Hiking""","3-6 hours per week","4-6 times a week","311726","""1 rollover""","2 to 3 times","0-10","40-60%","10.0","6.666666667","80","53.33333333","5","3.333333333","5","3.333333333","50","33.33333333"," 4 hrs","26.66666667","8 to 10 hours","60","2 hours","13.33333333","0","0","0","0","0","0"
"42","1","""Sports activities, Walking""","More than 6 hours per week","All the time","172957","""1 rollover and 1 reset""","8 to 10","0-10","0-20%","0.25","25","0.05","5","0.2","20","0.1","10","0.4","40","0","0","1","100","0","0","0","0","0","0","0","0"
"38","1","""Walking, Hiking""","More than 6 hours per week","4-6 times a week","287648","""""2 rollouts""""","NA","NA","40-60%","0.1","10","0.05","5","0.4","40","0.1","10","0.35","35","5","12.5","20","50","0","0","0","0","10","25","5","12.5"
"98","3","""Sports activities, Walking, Hiking""","3-6 hours per week","All the time","900818","""NA""","25 to 30","21-30","80-100%","0.01","1","0.8","80","0.09","9","0.05","5","0.05","5","4","40","5","50","0","0","0","0","1","10","0","0"
"135","2","""Walking""","1-3 hours per week","4-6 times a week","231018","""NA""","NA","NA","20-40%","0.05","5","0.1","10","0","0","0","0","0.85","85","3","17.64705882","14","82.35941176","0","0","0","0","0","0","0","0"
"44","1","""Walking, Hiking""","3-6 hours per week","4-6 times a week","138350","""NA""","3","0-10","20-40%","0.1","10","0.05","5","0","0","0","0","0.85","85","0","0","3","100","0","0","0","0","0","0","0","0"
"37","0","""""","","","0",""""""
"115","3","""Walking""","1-3 hours per week","4-6 times a week","309860","""NA""","20"," 11-20","40-60%","0.0","0","0.8","80","0","0","0.1","10","0.1","10","2","16.66666667","10","83.33333333","0","0","0","0","0","0","0","0"
"7","2","""Walking""","More than 6 hours per week","4-6 times a week","129205","""NA""","8","0-10","20-40%","12.0","12","40","40","2","2","6","6","40","40","0","0","12","100","0","0","0","0","0","0","0","0"
"127","0","""""","","","0",""""""
"147","3","""Walking, Hiking""","3-6 hours per week","4-6 times a week","397313","""one rollover""","5","0-10","40-60%","0.0","0","0.5","50","0.25","25","0","0","0.25","25","0","0","yes","-50","0","0","yes","-50","yes","-50","yes","-50"
"28","2","""Walking, Hiking""","3-6 hours per week","All the time","138436","""NA""","16"," 11-20","20-40%","0.1","9.090909091","0.5","45.45454545","0","0","0.2","18.18181818","0.3","27.27272727","1","16.66666667","4","66.66666667","0","0","0","0","1","16.66666667","0","0"
"139","3","""Sports activities, Walking""","More than 6 hours per week","4-6 times a week","76693","""pedomiter got reset""","4 to 5 ","0-10","20-40%","0.05","5","0.1","10","0","0","0.05","5","0.8","80","1","25","3","75","0","0","0","0","0","0","0","0"
"6","2","""Sports activities, Walking""","3-6 hours per week","4-6 times a week","436764","""NA""","NA","NA","60-80%","0.05","5","0.2","20","0.05","5","0.4","40","0.3","30","0","0","3","100","0","0","0","0","0","0","0","0"
"156","0","""""","","","0",""""""
"14","2","""Sports activities, Walking""","3-6 hours per week","Once to three times a week","144964","""NA""","NA","NA","20-40%","0.0","0","0.4","40","0","0","0.1","10","0.5","50","0","0","4","100","0","0","0","0","0","0","0","0"
"17","0","""""","","","0",""""""
"54","1","""Sports activities, Walking, Dancing, Hiking""","More than 6 hours per week","All the time","211145","""Rollover 2 times""","40","31-40","80-100%","10.0","10","40","40","5","5","5","5","40","40","5","38.46153846","7","53.84615","0","0","0","0","0","0","1","7.692307692"
"123","1","""Sports activities, Walking""","1-3 hours per week","Once to three times a week","49877","""NA""","NA","NA","NA","0.0","0","0.2","20","0.2","20","0.1","10","0.5","50","2","25","5","62.5","0","0","0","0","0","0","1","12.5"
"94","0","""""","","","0",""""""
"110","3","""Sports activities, Walking""","3-6 hours per week","4-6 times a week","354542","""one rollover""","15 hrs/week"," 11-20","20-40%","0.05","5","0.3","30","0.05","5","0.1","10","0.5","50","0","0","to and from school 2 days a week. On campus 2 days a week","100","0","0","0","0","0","0","0","0"
"80","1","""Sports activities, Walking""","3-6 hours per week","Once to three times a week","245120","""2 rollovers""","40","31-40","40-60%","5.0","5","35","35","20","20","5","5","35","35","5","38.46153846","5","38.46153846","0","0","0","0","3","23.07692308","0","0"
"142","3","""Sports activities, Walking""","3-6 hours per week","4-6 times a week","387870","""NA""","20"," 11-20","60-80%","0.0","0","0.9","90","0.05","5","0","0","0.05","5","0","0","1","100","0","0","0","0","0","0","0","0"
"22","1","""Walking""","1-3 hours per week","All the time","115024","""NA""","50","41-50","80-100%","5.0","5","80","80","0","0","5","5","10","10","0","0","1","100","0","0","0","0","0","0","0","0"
"23","0","""""","","","0",""""""
"91","2","""Sports activities, Walking, Dancing""","3-6 hours per week","4-6 times a week","122533","""NA""","7ish","NA","20-40%","0.0","0","0.65","65","0.05","5","0.1","10","0.2","20","4","50","3","37.5","0","0","0","0","1","12.5","0","0"
"136","0","""""","","","0",""""""
"85","2","""Sports activities, Walking""","More than 6 hours per week","All the time","92927","""Did not roll over""","NA","NA","NA","0 to 20","7.692307692","20to 40","23.07692308","0 to 20","7.692307692","0 to 20","7.692307692","60 to 80","53.84615385","1","12.5","7","87.5","None","0","None","0","None","0","None","0"
"134","1","""Sports activities, Walking""","1-3 hours per week","All the time","103195","""NA""","6 to 8hr/day -> 30 to 40 hr/week","31-40","40-60%","hardly ever <5%","0","0.5","50","0.15","15","0.05","5","30","30","2","28.57142857","5","71.428","0","0","0","0","0","0","0","0"
"33","0","""""","","","0",""""""
"126","0","""""","","","0",""""""
"9","1","""Walking, Hiking""","3-6 hours per week","Once to three times a week","61558","""""Not rolled over.""""","3","0-10","0-20%","None","0","0.7","70","0.05","5","None","0","0.25","25","0","0","10","100","0","0","0","0","0","0","0","0"
"52","1","""Sports activities, Walking""","More than 6 hours per week","4-6 times a week","403958","""4 times rolled over""","60","51-60","80-100%","0.0","0","0.5","50","0","0","0.25","25","0.25","25","5","40","6 to 7","52","0","0","0","0","0","0","1","8"
"47","0","""""","","","0",""""""
"3","1","""Walking, Dancing""","3-6 hours per week","4-6 times a week","168429","""Pedometer rolled over once.""","8","0-10","20-40%","0.0","0","0.8","80","0","0","0.05","5","0.15","15","6","42.85714286","2","14.28571429","6","42.85714286","0","0","0","0","0","0"
"21","2","""Sports activities, Walking""","3-6 hours per week","4-6 times a week","152039","""NA""","25","21-30","20-40%","0.0","0","0.6","60","0","0","0.1","10","0.3","30","0","0","2","100","0","0","0","0","0","0","0","0"
"43","0","""""","","","0",""""""
"125","3","""Walking""","3-6 hours per week","All the time","517625","""one rollover""","50","41-50","60-80%","3hr","1.470588235","195hr","95.58823529","1hr","0.490196078","3hr","1.470588235","2hr","0.980392157","10 hr","20","40 hr","80","0","0","0","0","0","0","0","0"
"62","2","""Walking""","1-3 hours per week","4-6 times a week","240039","""NA""","10","0-10","20-40%","0.04","4","0.86","86","0","0","0.05","5","0.05","5","2","14.28571429","7","50","4","28.57142857","0","0","1","7.142857143","0","0"
"57","3","""Walking""","More than 6 hours per week","All the time","167642","""NA""","16"," 11-20","0-20%","0.0","0","1","100","0","0","0","0","0","0","0","0","100% (2)","100","0","0","0","0","0","0","0","0"
"110","2","""Sports activities, Walking""","3-6 hours per week","4-6 times a week","243415","""NA""","15"," 11-20","20-40%","0.05","5","0.15","15","0.35","35","0.05","5","0.4","40","2","16.66666667","5","41.66666667","0","0","0","0","5","41.66666667","0","0"
"95","3","""Sports activities, Walking""","3-6 hours per week","4-6 times a week","359468","""NA""","45","41-50","40-60%","0.0","0","yes","-50","0","0","0","0","yes","-50","2","4.444444444","40","88.88888889","0","0","0","0","0","0","3","6.666666667"
"90","2","""Walking, Dancing""","3-6 hours per week","4-6 times a week","88878","""NA""","12"," 11-20","20-40%","5.0","5","20","20","10","10","5","5","60","60","2","40","2","40","1","20","0","0","0","0","0","0"
"53","0","""""","","","0",""""""
"132","3","""Sports activities, Walking, Hiking""","3-6 hours per week","4-6 times a week","355447","""NA""","30","21-30","40-60%","0.0","0","0.9","90","0","0","0","0","0.1","10","2","28.57142857","5","71.42857143","0","0","0","0","0","0","0","0"
"76","0","""""","","","0",""""""
"72","1","""Walking""","3-6 hours per week","4-6 times a week","31628","""NA""","NA","NA","60-80%","0.01","1","0.01","1","0.01","1","7.00E-02","7","0.9","90","0","0","3","75","0","0","0","0","1","25","0","0"
"86","2","""Walking, Dancing""","1-3 hours per week","All the time","57573","""Did not roll over""","10","0-10","20-40%","0.2","20","0.4","40","0","0","0.2","20","0.2","20","0","NA","5","100","0","0","0","0","0","0","0","0"
"137","0","""""","","","0",""""""
"128","2","""Sports activities""","1-3 hours per week","4-6 times a week","105826","""NA""","18"," 11-20","0-20%","5.0","5","45","45","0","0","5","5","45","45","0","0","10","100","0","0","0","0","0","0","0","0"
"121","3","""Walking""","1-3 hours per week","All the time","657686","""NA""","50","41-50","60-80%","0.1","10","0.2","20","0.1","10","0.1","10","0.5","50","0","0","20","95.23809524","0","0","0","0","1","4.761904761","0","0"
"150","1","""Walking""","1-3 hours per week","All the time","132226","""NA""","6","0-10","80-100%","5.0","5","70","70","5","5","5","5","15","15","0","0","all walking","100","0","0","0","0","0","0","0","0"
"121","1","""Walking""","1-3 hours per week","All the time","260293","""2 rollovers""","100","91-100","80-100%","0.1","10","0.3","30","0.1","10","0.25","25","0.25","25","0","0","30","100","0","0","0","0","0","0","0","0"
"34","0","""""","","","0",""""""
"108","1","""Sports activities, Walking""","More than 6 hours per week","Once to three times a week","58300","""NA""","8"," 0-10","20-40%","0.0","0","20","20","0","0","20","20","60","60","0 (Possibly 4)","NA","1 to 2","NA","0","NA","0","NA","0","NA","0","NA"
"81","3","""Walking""","More than 6 hours per week","Once to three times a week","361560","""NA""","10","0-10","40-60%","0.0","0","60","60","0","0","0","0","40","40","0","0","5","100","0","0","0","0","0","0","0","0"
"99","1","""Walking""","More than 6 hours per week","All the time","119662","""NA""","35","31-40","60-80%","0.0","0","100% of the time (unlegible)","100","0","0","0","0","0","0","0","0","5 days/wk 100% walking between labs and stairs","100","0","0","0","0","0","0","0","0"
"96","1","""Sports activities, Walking, Dancing""","3-6 hours per week","All the time","142030","""NA""","40","31-40","60-80%","0.0","0","0.8","80","0","0","0.1","10","0.1","10","4","100","0","NA","0","NA","0","NA","0","NA","0","NA"
"75","3","""Walking, Hiking""","3-6 hours per week","4-6 times a week","349998","""1 rollover""","30","21-30","20-40%","10.0","10","40","40","0","0","0","0","50","50","5","5","85","85","5","5","0","0","5","5","0","0"
"42","3","""Sports activities, Walking""","More than 6 hours per week","All the time","251957","""NA""","NA","NA","0-20%","0.05","5","0.15","15","0","0","0","0","0.8","80","0","0","1","100","0","0","0","0","0","0","0","0"
"108","3","""Sports activities, Walking""","More than 6 hours per week","Once to three times a week","163488","""NA""","6","0-10","0-20%","0.0","0","0","0","0","0","0","0","100","100","0","0","5","62.5","0","0","0","0","0","0","3","37.5"
"118","1","""Sports activities, Walking, Hiking""","3-6 hours per week","All the time","116991","""1 rollover ""","35","31-40","60-80%","0.05","5","0.4","40","0","0","0.05","5","0.5","50","0","0","0.95","95","0","0","0","0","0","0","0.05","5"
"84","0","""""","","","0",""""""
"160","3","""Walking, Dancing, Hiking""","3-6 hours per week","4-6 times a week","204118","""NA""","12"," 11-20","20-40%","20.0","20","5","5","5","5","0","0","70","70","1","25","3","75","0","0","0","0","0","0","0","0"
"77","1","""Walking, Climbing, Hiking""","3-6 hours per week","All the time","101541","""reset""","16"," 11-20","80-100%","0.1","10","0.3","30","0.05","5","0.15","15","0.4","40","0","0","10 to 12","52.38095238","0","0","0","0","0","0","10","47.61904762"
"97","0","""""","","","0",""""""
"134","3","""Sports activities, Walking""","1-3 hours per week","All the time","344680","""NA""","17 to 20"," 11-20","40-60%","0.05","5","0.8","80","0.05","5","0.05","5","0.05","5","3","37.5","5","62.5","0","0","0","0","0","0","0","0"
"122","2","""Sports activities, Walking""","More than 6 hours per week","4-6 times a week","429094","""NA""","40","31-40","60-80%","0.1","10","0.5","50","0","0","0.1","10","0.3","30","50% 4","50","50% 6","50","0","0","0","0","0","0","0","0"
"15","0","""""","","","0",""""""
"26","0","""""","","","0",""""""
"13","1","""Sports activities, Walking""","1-3 hours per week","4-6 times a week","87147","""NA""","10","0-10","0-20%","0.0","0","40","40","0","0","10","10","50","50","2","16.66666667","10","83.33333333","0","0","0","0","0","0","0","0"
"13","0","""""","","","0",""""""
"106","1","""Walking""","1-3 hours per week","4-6 times a week","49713","""reset""","8 to10","0-10","0-20%","0.0","0","80","80","0","0","0","0","20","20","0","0","1x week","100","0","0","0","0","0","0","0","0"
"36","0","""""","","","0",""""""
"81","2","""Walking""","More than 6 hours per week","Once to three times a week","198097","""NA""","10","0-10","20-40%","0.0","0","0.8","80","0","0","0","0","0.2","20","0","0","4x per week","100","0","0","0","0","0","0","0","0"
"69","2","""Walking, Hiking""","More than 6 hours per week","All the time","211594","""NA""","20"," 11-20","20-40%","5.0","5","65","65","0","0","5","5","25","25","3","23.07692308","10","76.92307692","0","0","0","0","0","0","0","0"
"102","2","""Sports activities, Walking""","More than 6 hours per week","4-6 times a week","220750","""NA""","40","31-40","40-60%","0.1","10","0.8","80","0","0","0","0","0.1","10","2","28.57142857","5","71.42857143","0","0","0","0","0","0","0","0"
"139","0","""""","","","0",""""""
"151","1","""Sports activities, Walking""","More than 6 hours per week","4-6 times a week","147444","""NA""","15"," 11-20","20-40%","0.1","10","0.5","50","0","0","0","0","0.4","40","3","42.85714286","2","28.57142857","2","28.57142857","0","0","0","0","0","0"
"60","1","""Sports activities, Walking""","More than 6 hours per week","All the time","612660","""6 times rolled over.""","60","51-60","80-100%","0.2","20","0.5","50","0.1","10","0.05","5","0.15","15","0.05","5","0.9","90","0","0","0","0","0.05","5","0","0"
"74","0","""""","","","0",""""""
"74","2","""Sports activities, Walking""","3-6 hours per week","4-6 times a week","180492","""NA""","NA","NA","20-40%","0.25","25","0.5","50","0","0","0","0","0.25","25","4x","66.66666667","2x","33.33333333","0","0","0","0","0","0","0","0"
"29","1","""Walking, Climbing, Hiking""","More than 6 hours per week","All the time","108806","""""Rolled over 1 time""""","25","21-30","60-80%","10.0","10","30","30","20","20","10","10","30","30","7","50","7","50","0","0","0","0","0","0","0","0"
"129","0","""""","","","0",""""""
"44","0","""""","","","0",""""""
"137","3","""Walking""","1-3 hours per week","4-6 times a week","481952","""NA""","50","41-50","60-80%","0.0","0","40","40","0","0","0","0","60","60","1","1.639344262","60","98.36065574","0","0","0","0","0","0","0","0"
"138","1","""Walking""","None","Once to three times a week","58713","""NA""","30","21-30","40-60%","5.0","5","40","40","0","0","25","25","30","30","0","0","3","100","0","0","0","0","0","0","0","0"
"2","2","""Dancing""","More than 6 hours per week","Once to three times a week","75425","""put 3-4 for average hours shoes were worn, o rollovers""","3 to 4","0-10","20-40%","0.0","0","1","100","0","0","0","0","0","0","1 time","20","0","0","4 times","80","0","0","0","0","0","0"
"66","0","""""","","","0",""""""
"155","3","""Sports activities, Walking""","3-6 hours per week","Once to three times a week","283206","""one rollover""","10 to 15"," 11-20","40-60%","30.0","30","10","10","20","20","10","10","30","30","0","0","3 to 4 days a week","77.77777778","0","0","0","0","1 day a week","22.22222222","0","0"
"25","3","""Walking""","1-3 hours per week","Once to three times a week","154943","""no rollover ""","30","21-30","0-20%","5.0","5","30","30","2","2","3","3","60","60","0","0","3","100","0","0","0","0","0","0","0","0"
"24","0","""""","","","0",""""""
"105","2","""Walking""","1-3 hours per week","4-6 times a week","306504","""NA""","50","41-50","80-100%","0.01","1","0.6","60","0.02","2","0.02","2","0.35","35","0","0","1","100","0","0","0","0","0","0","0","0"
"97","1","""Walking""","3-6 hours per week","All the time","125999","""NA""","40","31-40","60-80%","0.0","0","0.8","80","0","0","0.1","10","0.1","10","5","NA","@ work 8-5","NA","0","NA","0","NA","0","NA","0","NA"
"45","0","""""","","","0",""""""
"133","1","""Sports activities, Walking""","1-3 hours per week","4-6 times a week","119754","""rollover once""","25","21-30","40-60%","0.05","5","0.6","60","0.05","5","0.05","5","0.25","25","3","15.78947368","15","78.94736842","1","5.26315789","0","0","0","0","0","0"
"86","0","""""","","","0",""""""
"149","3","""Walking""","More than 6 hours per week","4-6 times a week","137702","""reset ""","8","0-10","20-40%","0.0","0","0.2","20","0","0","0","0","0.8","80","2","25","6","75","0","0","0","0","0","0","0","0"
"64","3","""Sports activities, Walking""","3-6 hours per week","All the time","462200","""NA""","84","81-90","60-80%","0.1","11.11111111","0.3","33.33333333","0.1","11.11111111","0","0","0.4","44.44444444","5","41.66666667","7","58.33333333","0","0","0","0","0","0","0","0"
"109","2","""Sports activities, Walking""","3-6 hours per week","4-6 times a week","186055","""The participant recorded 100,000+ steps instead of a solid number. -JEK""","20+","NA","40-60%","10.0","10","25","25","15","15","10","10","40","40","2x","NA","5+x","NA","0","NA","1 week in colorado 4 days","NA","'","NA","0","NA"
"131","3","""Sports activities, Walking, Hiking""","More than 6 hours per week","All the time","365224","""NA""","20 to 30","21-30","40-60%","0 to 5","2.631578947","70","73.68421053","0","0","0 to 5","2.631578947","20","21.05263158","2","12.5","10","62.5","0","0","0","0","0","0","4","25"
"160","1","""Walking, Dancing, Hiking""","3-6 hours per week","4-6 times a week","59700","""NA""","30","21-30","20-40%","15.0","15","25","25","5","5",">5","5","50","50","1","25","3","75","0","0","0","0","0","0","0","0"
"51","1","""Walking, Climbing""","1-3 hours per week","4-6 times a week","239238","""2 times rolled over""","25","21-30","60-80%","0.08","8","0.02","2","0.01","1","0.01","1","0.88","88","3","30","6","60","0","0","0","0","1","10","0","0"
"25","0","""""","","","0",""""""
"148","0","""""","","","0",""""""
"5","1","""Sports activities, Walking""","3-6 hours per week","All the time","700118","""The survey is difficult to read in regards to step number. 7 rollovers. ""","NA","NA","80-100%","0.1","10","0.6","60","0","0","0.2","20","0.1","10","0","NA","0.21","NA","0","NA","0","NA","0","NA","1","NA"
"135","3","""Walking""","1-3 hours per week","4-6 times a week","244207","""NA""","13"," 11-20","20-40%","0.15","15","0.05","5","0.05","5","0","0","0.75","75","1","5.882352941","7","41.17647059","0","0","0","0","2","11.76470588","7","41.17647059"
"95","0","""""","","","0",""""""
"118","0","""""","","","0",""""""
"80","2","""Sports activities, Walking""","3-6 hours per week","Once to three times a week","378885","""NA""","NA","NA","40-60%","0.2","20","0.2","20","0.25","25","0.15","15","0.2","20","3","25","4","33.333333","0","0","2","16.66666667","2","16.66666667","1","8.333333333"
"85","0","""""","","","0",""""""
"150","3","""Walking""","1-3 hours per week","All the time","402466","""NA""","around 49 hours","NA","80-100%","0.05","5","0.65","65","0.05","5","0.05","5","0.2","20","0","0","all of the time","100","0","0","0","0","0","0","0","0"
"111","2","""Sports activities, Walking""","More than 6 hours per week","4-6 times a week","226327","""NA""","40","31-40","40-60%","0.1","10","0.6","60","0.1","10","0.1","10","0.1","10","3x","27.27272727","5x","45.45454545","0","0","0","0","2x","18.18181818","1x","9.090909091"
"128","0","""""","","","0",""""""
"3","3","""Walking, Dancing""","3-6 hours per week","4-6 times a week","349040","""NA""","5","0-10","60-80%","0.2","20","0.7","70","0","0","0.1","10","0","0","4","30.76923077","5","38.46153846","4","30.76923077","0","0","0","0","0","0"
"132","2","""Sports activities, Walking, Hiking""","3-6 hours per week","4-6 times a week","164339","""NA""","NA","NA","20-40%","0.0","0","0.9","90","0","0","0","0","0.1","10","2","33.33333333","4","66.66666666","0","0","0","0","0","0","0","0"
"139","1","""Sports activities, Walking""","More than 6 hours per week","4-6 times a week","4","""It looks like they were going to write another number in steps, but it was not completed. -JEK""","NA","NA","NA","0.04","4","0.01","1","0.05","5","0.2","20","0.7","70","1 time","20","4 times","80","0","0","0","0","0","0","0","0"
"75","0","""""","","","0",""""""
"137","2","""Walking""","1-3 hours per week","4-6 times a week","378154","""NA""","40","31-40","80-100%","0.0","0","0.7","70","0","0","0.02","2","0.28","28",".5 days","9.090909091","5 days","90.90909091","0","0","0","0","0","0","0","0"
"108","2","""Sports activities, Walking""","More than 6 hours per week","Once to three times a week","112257","""NA""","8","0-10","20-40%","0.0","0","0","0","0","0","5","25","15","75","0","0","5","71.42857143","0","0","0","0","0","0","2","28.57142857"
"140","3","""Sports activities, Walking""","3-6 hours per week","4-6 times a week","209970","""NA""","6","0-10","20-40%","0.0","0","0.5","50","0","0","0","0","0.5","50","0.5","50","0.5","50","0","0","0","0","0","0","0","0"
"65","0","""""","","","0",""""""
"30","2","""Walking""","3-6 hours per week","4-6 times a week","216200","""NA""","14"," 11-20","0-20%","0.0","0","95","95","0","0","0","0","5","5","0","0","6","100","0","0","0","0","0","0","0","0"
"43","3","""Sports activities, Walking""","1-3 hours per week","All the time","255509","""NA""","24","21-30","20-40%","3.0","3","25","25","2","2","30","30","40","40","0","0","4","50","0","0","0","0","0","0","4","50"
